Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"An extended lightweight blockchain based collaborative healthcare system for fraud prevention","Cluster Computing","","","","10.1007/s10586-023-03973-4","Lavanya SettipalliG. R. GangadharanSivaiah Bellamkonda","2023","http://link.springer.com/article/10.1007/s10586-023-03973-4","Article"
"Trusty authentication of devices using blockchain-cloud of things (B-CoT) for fulfilling commercial services","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-022-01774-3","G. SenthilkumarK. TamilarasiS. KaviarasanM. Arun","2022","http://link.springer.com/article/10.1007/s13198-022-01774-3","Article"
"SChain: towards the quest for redesigning supply-chain by augmenting Blockchain for end-to-end management","International Journal of Information Technology","","14","5","10.1007/s41870-022-00959-0","Sidharth QuamaraAwadhesh Kumar Singh","2022","http://link.springer.com/article/10.1007/s41870-022-00959-0","Article"
"Authenticable medical image-sharing scheme based on embedded small shadow QR code and blockchain framework","Multimedia Systems","","29","2","10.1007/s00530-022-00999-3","Wenying WenYunpeng JianYuming FangYushu ZhangBaolin Qiu","2023","http://link.springer.com/article/10.1007/s00530-022-00999-3","Article"
"Transaction Latency Within Permissionless Blockchains: Analysis, Improvement, and Security Considerations","Journal of Network and Systems Management","","31","1","10.1007/s10922-022-09717-w","Maher Alharby","2022","http://link.springer.com/article/10.1007/s10922-022-09717-w","Article"
"Bloccess: Enabling Fine-Grained Access Control Based on Blockchain","Journal of Network and Systems Management","","31","1","10.1007/s10922-022-09700-5","Yepeng DingHiroyuki Sato","2022","http://link.springer.com/article/10.1007/s10922-022-09700-5","Article"
"A survey on Blockchain mechanisms (BCM) based on internet of things (IoT) applications","Multimedia Tools and Applications","","81","23","10.1007/s11042-022-12784-5","C. SathishC. Yesubai Rubavathi","2022","http://link.springer.com/article/10.1007/s11042-022-12784-5","Article"
"TCA-PEKS: Trusted certificateless authentication public-key encryption with keyword search scheme in cloud storage","Peer-to-Peer Networking and Applications","","16","1","10.1007/s12083-022-01392-7","Mu HanPuyi XuLei XuChungen Xu","2023","http://link.springer.com/article/10.1007/s12083-022-01392-7","Article"
"Blockchain-based mutual authentication protocol without CA","The Journal of Supercomputing","","78","15","10.1007/s11227-022-04558-5","Yue LiMingcheng XuGaojian Xu","2022","http://link.springer.com/article/10.1007/s11227-022-04558-5","Article"
"Realizing privacy aspects in blockchain networks","Annals of Telecommunications","","77","1 - 2","10.1007/s12243-021-00861-z","Oded NoamOri Rottenstreich","2022","http://link.springer.com/article/10.1007/s12243-021-00861-z","Article"
"Consolidating incentivization in distributed neural network training via decentralized autonomous organization","Neural Computing and Applications","","34","22","10.1007/s00521-022-07374-3","Spyridon NikolaidisIoannis Refanidis","2022","http://link.springer.com/article/10.1007/s00521-022-07374-3","Article"
"A Fast and Robust Solution for Common Knowledge Formation in Decentralized Swarm Robots","Journal of Intelligent & Robotic Systems","","106","4","10.1007/s10846-022-01759-1","Jie LuoXiao ShuYuanzhao ZhaiXiang FuBo DingJie Xu","2022","http://link.springer.com/article/10.1007/s10846-022-01759-1","Article"
"InterPlanetary file system based blockchain for internet of medical things","International Journal of Information Technology","","","","10.1007/s41870-023-01207-9","Udit MishraRajni GuptaJuhi Gupta","2023","http://link.springer.com/article/10.1007/s41870-023-01207-9","Article"
"Ethereum’s Peer-to-Peer Network Monitoring and Sybil Attack Prevention","Journal of Network and Systems Management","","30","4","10.1007/s10922-022-09676-2","Jean-Philippe EisenbarthThibault CholezOlivier Perrin","2022","http://link.springer.com/article/10.1007/s10922-022-09676-2","Article"
"Privacy considerations for a decentralized finance (DeFi) loans platform","Cluster Computing","","","","10.1007/s10586-022-03772-3","Janka HartmannOmar Hasan","2022","http://link.springer.com/article/10.1007/s10586-022-03772-3","Article"
"Ranked searchable encryption based on differential privacy and blockchain","Wireless Networks","","","","10.1007/s11276-022-03109-3","Chungen XuPan ZhangLin MeiYu ZhaoLei Xu","2022","http://link.springer.com/article/10.1007/s11276-022-03109-3","Article"
"Introduction: Digitalization as a Driver of the Contemporary Economy","Digitalization and Firm Performance","","","","10.1007/978-3-030-83360-2_1","Paweł MarszałekMilena Ratajczak-Mrozek","2022","http://link.springer.com/chapter/10.1007/978-3-030-83360-2_1","Chapter"
"CDR bei Einsatz von KI in Unternehmensführung und algorithmischen Entitäten","Wirtschaftsinformatik & Management","","14","3","10.1365/s35764-022-00411-9","Prof. Dr. Alexander Huber","2022","http://link.springer.com/article/10.1365/s35764-022-00411-9","Article"
"A bibliometric review of cryptocurrencies: how have they grown?","Financial Innovation","","8","1","10.1186/s40854-021-00306-5","Francisco Javier García-CorralJosé Antonio Cordero-GarcíaJaime de Pablo-ValencianoJuan Uribe-Toril","2022","http://link.springer.com/article/10.1186/s40854-021-00306-5","Article"
"Research contributions and challenges in DLT-based cryptocurrency regulation: a systematic mapping study","Journal of Banking and Financial Technology","","6","1","10.1007/s42786-021-00037-2","Elcelina Carvalho SilvaMiguel Mira da Silva","2022","http://link.springer.com/article/10.1007/s42786-021-00037-2","Article"
"Governance in the era of Blockchain technology in Qatar: a roadmap and a manual for Trade Finance","Journal of Banking Regulation","","23","4","10.1057/s41261-021-00165-1","Imad Antoine IbrahimJon Truby","2022","http://link.springer.com/article/10.1057/s41261-021-00165-1","Article"
"Fostering the Circular Economy with Blockchain Technology: Insights from a Bibliometric Approach","Circular Economy and Sustainability","","","","10.1007/s43615-023-00250-9","Filippo CorsiniNatalia Marzia GusmerottiMarco Frey","2023","http://link.springer.com/article/10.1007/s43615-023-00250-9","Article"
"Supply chain traceability using blockchain","Operations Management Research","","","","10.1007/s12063-023-00359-y","Pedro AzevedoJorge GomesMário Romão","2023","http://link.springer.com/article/10.1007/s12063-023-00359-y","Article"
"Adopting distributed ledger technology for the sustainable construction industry: evaluating the barriers using Ordinal Priority Approach","Environmental Science and Pollution Research","","29","7","10.1007/s11356-021-16376-y","Mahsa SadeghiAmin MahmoudiXiaopeng Deng","2022","http://link.springer.com/article/10.1007/s11356-021-16376-y","Article"
"Analysis on functionalities and security features of Internet of Things related protocols","Wireless Networks","","28","7","10.1007/s11276-022-02999-7","Alessandra RizzardiSabrina SicariAlberto Coen-Porisini","2022","http://link.springer.com/article/10.1007/s11276-022-02999-7","Article"
"Blockchain enabled data security in vehicular networks","Scientific Reports","","13","1","10.1038/s41598-023-31442-w","Naseem us SeharOsman KhalidImran Ali KhanFaisal RehmanMuhammad A. B. FayyazAli R. AnsariRaheel Nawaz","2023","http://link.springer.com/article/10.1038/s41598-023-31442-w","Article"
"Colombian Origin Coffee Supply Chain Traceability by a Blockchain Implementation","Operations Research Forum","","3","4","10.1007/s43069-022-00174-4","Rafael Bettín-DíazAlix E. RojasCamilo Mejía-Moncayo","2022","http://link.springer.com/article/10.1007/s43069-022-00174-4","Article"
"Initial coin offerings, information disclosure, and fraud","Small Business Economics","","58","4","10.1007/s11187-021-00471-y","Lars HornufTheresa KückArmin Schwienbacher","2022","http://link.springer.com/article/10.1007/s11187-021-00471-y","Article"
"A blockchain technology based trust system for cloud manufacturing","Journal of Intelligent Manufacturing","","33","5","10.1007/s10845-020-01735-2","Reza Vatankhah Barenji","2022","http://link.springer.com/article/10.1007/s10845-020-01735-2","Article"
"Swiss Finance","","","","","10.1007/978-3-031-23194-0","Henri B. MeierJohn E. MarthinsenPascal A. GantenbeinSamuel S. Weber","2023","http://link.springer.com/book/10.1007/978-3-031-23194-0","Book"
"Decentralized finance to hybrid finance through blockchain: a case-study of acala and current","Journal of Banking and Financial Technology","","6","1","10.1007/s42786-022-00041-0","V. S. AnoopJustin Goldston","2022","http://link.springer.com/article/10.1007/s42786-022-00041-0","Article"
"An anonymous and fair auction system based on blockchain","The Journal of Supercomputing","","","","10.1007/s11227-023-05155-w","Zongli YeChin-Ling ChenWei WengHongyu SunWoei-Jiunn TsaurYong-Yuan Deng","2023","http://link.springer.com/article/10.1007/s11227-023-05155-w","Article"
"Prioritizing requirements for implementing blockchain technology in construction supply chain based on circular economy: Fuzzy Ordinal Priority Approach","International Journal of Environmental Science and Technology","","20","5","10.1007/s13762-022-04298-2","M. SadeghiA. MahmoudiX. DengX. Luo","2023","http://link.springer.com/article/10.1007/s13762-022-04298-2","Article"
"MediBlocks: secure exchanging of electronic health records (EHRs) using trust-based blockchain network with privacy concerns","Cluster Computing","","","","10.1007/s10586-022-03652-w","Erukala Suresh BabuB. V. Ram Naresh YadavA. Kousar NikhathSoumya Ranjan NayakWaleed Alnumay","2022","http://link.springer.com/article/10.1007/s10586-022-03652-w","Article"
"Non-functional requirements for blockchain enabled medical supply chain","International Journal of System Assurance Engineering and Management","","13","3","10.1007/s13198-021-01418-y","Kiran KhatterDevanjaliRelan","2022","http://link.springer.com/article/10.1007/s13198-021-01418-y","Article"
"Proof of bibliometric indicators: a blockchain based consensus protocol for publications","Multimedia Tools and Applications","","82","12","10.1007/s11042-022-14161-8","Parul KhuranaKiran SharmaKiran Khatter","2023","http://link.springer.com/article/10.1007/s11042-022-14161-8","Article"
"Evolution of Blockchain and consensus mechanisms & its real-world applications","Multimedia Tools and Applications","","","","10.1007/s11042-023-14624-6","Amrendra Singh YadavNikita SinghDharmender Singh Kushwaha","2023","http://link.springer.com/article/10.1007/s11042-023-14624-6","Article"
"A decentralized lightweight blockchain-based authentication mechanism for Internet of Vehicles","Peer-to-Peer Networking and Applications","","","","10.1007/s12083-022-01442-0","Anmulin WuYajun GuoYimin Guo","2023","http://link.springer.com/article/10.1007/s12083-022-01442-0","Article"
"A domain name management system based on account-based consortium blockchain","Peer-to-Peer Networking and Applications","","16","2","10.1007/s12083-023-01455-3","Genhua LuXiaofeng JiaYi ZhangJun ShaoGuiyi Wei","2023","http://link.springer.com/article/10.1007/s12083-023-01455-3","Article"
"Special issue on machine learning for security and privacy: advancing the state-of-the-art applications","Neural Computing and Applications","","35","7","10.1007/s00521-022-08183-4","Janmenjoy NayakDavid Al-DabassDanilo PelusiManohar Mishra","2023","http://link.springer.com/article/10.1007/s00521-022-08183-4","Article"
"Challenges of blockchain implementation in SMEs’ supply chains: an integrated IT2F-BWM and IT2F-DEMATEL method","Electronic Commerce Research","","","","10.1007/s10660-023-09696-3","Moslem AlimohammadlouSaeed Alinejad","2023","http://link.springer.com/article/10.1007/s10660-023-09696-3","Article"
"Blockchain Matters—Lex Cryptographia and the Displacement of Legal Symbolics and Imaginaries","Law and Critique","","33","2","10.1007/s10978-021-09317-8","Katrin Becker","2022","http://link.springer.com/article/10.1007/s10978-021-09317-8","Article"
"Musical Metaverse: vision, opportunities, and challenges","Personal and Ubiquitous Computing","","","","10.1007/s00779-023-01708-1","Luca Turchet","2023","http://link.springer.com/article/10.1007/s00779-023-01708-1","Article"
"A critical analysis of the integration of blockchain and artificial intelligence for supply chain","Annals of Operations Research","","","","10.1007/s10479-023-05169-w","Vincent CharlesAli EmrouznejadTatiana Gherman","2023","http://link.springer.com/article/10.1007/s10479-023-05169-w","Article"
"Creating a Digital Marketplace for Agrobiodiversity and Plant Genetic Sequence Data: Legal and Ethical Considerations of an AI and Blockchain Based Solution","Towards Responsible Plant Data Linkage: Data Challenges for Agricultural Research and Development","","","","10.1007/978-3-031-13276-6_12","Mrinalini KochupillaiJulia Köninger","2023","http://link.springer.com/chapter/10.1007/978-3-031-13276-6_12","Chapter"
